image,mask,bts,bts_std_point,num_boundary_samples
mask.png,mask.png,0.4860856831073761,0.1346934586763382,570
mask1.png,mask1.png,0.5402917265892029,0.14383554458618164,582
mask3.png,mask3.png,0.48726052045822144,0.14124271273612976,644
