image,mask,bts,bts_std_point,num_boundary_samples
sample_0000_Crack.png,sample_0000_Crack.png,0.46257731318473816,0.15125377476215363,332
sample_0004_Crack.png,sample_0004_Crack.png,0.4715450406074524,0.14645306766033173,296
sample_0009_Spalling.png,sample_0009_Spalling.png,0.5266088843345642,0.1743757575750351,276
